Time,Open,High,Low,Close,intv,intoi,v,oi
2024-02-23 09:15:00,482.9,512.45,458.25,498.6,106725,266340,106725,266340
2024-02-23 09:16:00,498.75,511.6,498.35,509.95,48600,0,155325,266340
2024-02-23 09:17:00,510.6,521.35,510.35,518.45,63420,0,218745,266340
2024-02-23 09:18:00,517.7,519.6,500.35,500.35,50040,38205,268785,304545
2024-02-23 09:19:00,501.05,501.05,483.15,492.0,47910,0,316695,304545
2024-02-23 09:20:00,489.9,497.4,466.95,470.05,77370,0,394065,304545
2024-02-23 09:21:00,469.2,471.55,459.2,466.65,86700,30150,480765,334695
2024-02-23 09:22:00,466.7,468.0,444.3,448.6,90930,0,571695,334695
2024-02-23 09:23:00,448.8,456.15,443.9,450.15,100350,0,672045,334695
2024-02-23 09:24:00,453.65,462.7,450.9,455.9,118935,78735,790980,413430
2024-02-23 09:25:00,456.8,467.95,448.05,451.6,138195,0,929175,413430
2024-02-23 09:26:00,451.9,452.5,440.4,451.1,138090,0,1067265,413430
2024-02-23 09:27:00,450.15,476.0,449.55,464.85,174180,101250,1241445,514680
2024-02-23 09:28:00,464.7,468.25,455.3,461.05,78090,0,1319535,514680
2024-02-23 09:29:00,461.6,468.25,460.55,468.25,69135,0,1388670,514680
2024-02-23 09:30:00,465.1,487.35,464.95,468.35,175065,55860,1563735,570540
2024-02-23 09:31:00,468.8,482.0,457.0,478.5,101175,0,1664910,570540
2024-02-23 09:32:00,478.8,486.7,476.8,483.9,107595,0,1772505,570540
2024-02-23 09:33:00,484.05,504.0,484.05,497.2,181005,19020,1953510,589560
2024-02-23 09:34:00,494.4,502.0,481.45,481.45,102870,0,2056380,589560
2024-02-23 09:35:00,480.55,493.55,480.55,492.95,91170,0,2147550,589560
2024-02-23 09:36:00,493.5,494.0,482.9,486.0,62235,42930,2209785,632490
2024-02-23 09:37:00,485.95,486.4,455.1,464.35,127485,0,2337270,632490
2024-02-23 09:38:00,466.0,467.45,421.3,421.3,206595,0,2543865,632490
2024-02-23 09:39:00,424.75,433.2,408.2,419.25,186105,-23400,2729970,609090
2024-02-23 09:40:00,417.8,426.95,411.1,422.6,138285,0,2868255,609090
2024-02-23 09:41:00,420.5,429.0,399.85,401.5,142425,0,3010680,609090
2024-02-23 09:42:00,404.05,412.95,402.2,406.9,95490,60240,3106170,669330
2024-02-23 09:43:00,407.3,407.35,394.8,394.8,93330,0,3199500,669330
2024-02-23 09:44:00,394.65,407.9,393.0,404.85,111750,0,3311250,669330
2024-02-23 09:45:00,405.0,417.0,403.7,404.4,168000,63120,3479250,732450
2024-02-23 09:46:00,406.15,406.15,383.05,389.2,155100,0,3634350,732450
2024-02-23 09:47:00,389.55,398.6,386.05,394.55,74865,0,3709215,732450
2024-02-23 09:48:00,395.45,397.6,387.0,396.5,64245,48960,3773460,781410
2024-02-23 09:49:00,396.55,408.75,391.45,406.0,119910,0,3893370,781410
2024-02-23 09:50:00,405.6,409.5,401.4,404.05,103470,0,3996840,781410
2024-02-23 09:51:00,404.2,407.85,386.0,396.55,124650,64890,4121490,846300
2024-02-23 09:52:00,396.6,412.0,396.6,411.3,107235,0,4228725,846300
2024-02-23 09:53:00,410.1,420.8,405.1,415.9,165165,0,4393890,846300
2024-02-23 09:54:00,415.1,417.45,397.65,402.25,138465,31515,4532355,877815
2024-02-23 09:55:00,399.0,413.6,394.0,405.2,116430,0,4648785,877815
2024-02-23 09:56:00,404.9,405.95,396.0,404.7,61875,0,4710660,877815
2024-02-23 09:57:00,405.0,417.25,402.85,407.65,98115,37065,4808775,914880
2024-02-23 09:58:00,409.15,414.05,402.0,402.8,67290,0,4876065,914880
2024-02-23 09:59:00,404.6,405.5,386.0,388.25,116805,0,4992870,914880
2024-02-23 10:00:00,391.1,398.45,374.3,379.65,195780,19440,5188650,934320
2024-02-23 10:01:00,382.6,400.0,378.85,398.0,126825,0,5315475,934320
2024-02-23 10:02:00,397.0,406.1,391.35,398.1,121110,0,5436585,934320
2024-02-23 10:03:00,398.85,403.85,388.7,399.0,89190,51450,5525775,985770
2024-02-23 10:04:00,398.9,399.75,390.9,392.3,42300,0,5568075,985770
2024-02-23 10:05:00,392.65,403.85,390.75,394.5,61260,0,5629335,985770
2024-02-23 10:06:00,396.2,407.15,394.45,401.05,80085,9705,5709420,995475
2024-02-23 10:07:00,399.1,401.95,384.65,385.7,79365,0,5788785,995475
2024-02-23 10:08:00,386.75,397.75,381.2,390.95,63660,0,5852445,995475
2024-02-23 10:09:00,390.85,391.0,376.1,389.25,103650,-300,5956095,995175
2024-02-23 10:10:00,387.0,389.1,380.0,386.25,63900,0,6019995,995175
2024-02-23 10:11:00,386.3,390.15,371.65,383.0,96285,0,6116280,995175
2024-02-23 10:12:00,384.15,387.2,378.4,386.5,53610,31020,6169890,1026195
2024-02-23 10:13:00,383.45,387.9,354.0,364.05,228510,0,6398400,1026195
2024-02-23 10:14:00,363.8,368.05,348.0,349.4,191790,0,6590190,1026195
2024-02-23 10:15:00,350.3,352.55,327.15,333.05,268020,9450,6858210,1035645
2024-02-23 10:16:00,333.45,337.75,328.1,331.9,118110,0,6976320,1035645
2024-02-23 10:17:00,331.5,333.1,321.8,325.45,101340,0,7077660,1035645
2024-02-23 10:18:00,325.05,326.8,314.6,324.8,118560,10845,7196220,1046490
2024-02-23 10:19:00,323.35,326.4,320.05,325.8,66450,0,7262670,1046490
2024-02-23 10:20:00,325.0,326.0,312.45,319.5,88440,0,7351110,1046490
2024-02-23 10:21:00,321.35,339.7,320.2,335.2,120720,-1845,7471830,1044645
2024-02-23 10:22:00,334.65,335.4,326.25,335.0,63990,0,7535820,1044645
2024-02-23 10:23:00,335.1,352.55,334.6,347.7,122805,0,7658625,1044645
2024-02-23 10:24:00,349.15,380.35,348.5,376.65,297120,0,7955745,1044645
2024-02-23 10:25:00,377.35,378.45,366.05,373.6,209160,11205,8164905,1055850
2024-02-23 10:26:00,371.8,385.55,366.65,384.65,158535,0,8323440,1055850
2024-02-23 10:27:00,385.45,418.55,385.45,415.95,455550,0,8778990,1055850
2024-02-23 10:28:00,411.9,437.45,400.2,431.75,388245,-22905,9167235,1032945
2024-02-23 10:29:00,432.95,449.3,417.0,441.05,347160,0,9514395,1032945
2024-02-23 10:30:00,439.55,455.4,426.45,430.2,367350,0,9881745,1032945
2024-02-23 10:31:00,435.05,497.95,434.5,494.05,438990,-88830,10320735,944115
2024-02-23 10:32:00,489.95,521.3,478.05,484.75,369915,0,10690650,944115
2024-02-23 10:33:00,487.0,503.2,474.8,478.95,154785,0,10845435,944115
2024-02-23 10:34:00,477.05,494.65,476.55,476.75,80145,-91695,10925580,852420
2024-02-23 10:35:00,479.3,483.9,468.1,482.85,107820,0,11033400,852420
2024-02-23 10:36:00,485.4,515.65,484.55,513.35,174720,0,11208120,852420
2024-02-23 10:37:00,517.65,544.95,498.65,503.0,280275,-34230,11488395,818190
2024-02-23 10:38:00,507.0,519.15,499.1,507.75,86535,0,11574930,818190
2024-02-23 10:39:00,506.7,520.15,502.2,510.95,60375,0,11635305,818190
2024-02-23 10:40:00,511.0,533.9,510.8,518.65,108840,-26775,11744145,791415
2024-02-23 10:41:00,519.3,525.4,482.0,484.8,120480,0,11864625,791415
2024-02-23 10:42:00,486.4,491.5,457.0,463.5,128625,0,11993250,791415
2024-02-23 10:43:00,464.15,477.7,455.0,460.2,76365,-4380,12069615,787035
2024-02-23 10:44:00,459.7,475.05,449.0,455.95,73515,0,12143130,787035
2024-02-23 10:45:00,453.7,469.85,451.1,465.45,65115,0,12208245,787035
2024-02-23 10:46:00,465.2,476.55,462.1,474.85,52380,19455,12260625,806490
2024-02-23 10:47:00,473.5,479.65,469.25,475.95,61200,0,12321825,806490
2024-02-23 10:48:00,476.85,487.85,461.7,483.55,52200,0,12374025,806490
2024-02-23 10:49:00,482.3,482.95,458.3,467.05,45390,17760,12419415,824250
2024-02-23 10:50:00,466.35,473.7,455.1,465.05,59700,0,12479115,824250
2024-02-23 10:51:00,465.9,473.0,458.55,473.0,36225,0,12515340,824250
2024-02-23 10:52:00,472.95,492.6,471.6,484.9,74580,7950,12589920,832200
2024-02-23 10:53:00,483.85,487.7,466.75,469.8,51525,0,12641445,832200
2024-02-23 10:54:00,469.75,477.95,464.3,465.65,34920,0,12676365,832200
2024-02-23 10:55:00,465.05,476.8,463.25,473.8,38700,8655,12715065,840855
2024-02-23 10:56:00,473.5,481.4,465.5,477.5,37890,0,12752955,840855
2024-02-23 10:57:00,475.8,491.4,474.45,481.7,50415,0,12803370,840855
2024-02-23 10:58:00,479.95,487.95,472.2,475.75,32100,5175,12835470,846030
2024-02-23 10:59:00,475.6,485.05,470.75,481.3,29505,0,12864975,846030
2024-02-23 11:00:00,482.25,497.8,473.4,476.45,104010,0,12968985,846030
2024-02-23 11:01:00,475.1,476.75,453.8,469.25,73230,7935,13042215,853965
2024-02-23 11:02:00,469.3,469.3,435.9,443.6,86175,0,13128390,853965
2024-02-23 11:03:00,441.7,443.35,404.2,408.8,156270,0,13284660,853965
2024-02-23 11:04:00,407.3,415.7,386.0,388.7,136920,2655,13421580,856620
