Time,Open,High,Low,Close,intv,intoi,v,oi
2024-02-23 09:15:00,210.0,210.0,170.0,195.95,37365,310305,37365,310305
2024-02-23 09:16:00,196.7,203.95,195.8,203.15,41580,0,78945,310305
2024-02-23 09:17:00,203.7,212.2,202.9,210.1,57810,0,136755,310305
2024-02-23 09:18:00,209.25,211.35,199.8,200.0,49575,18375,186330,328680
2024-02-23 09:19:00,199.85,199.85,191.25,195.05,46770,0,233100,328680
2024-02-23 09:20:00,193.65,197.05,182.9,185.05,40650,0,273750,328680
2024-02-23 09:21:00,185.8,185.8,179.75,183.25,37320,14685,311070,343365
2024-02-23 09:22:00,182.4,182.9,172.35,173.85,23070,0,334140,343365
2024-02-23 09:23:00,174.4,177.6,173.0,176.15,28020,0,362160,343365
2024-02-23 09:24:00,178.0,182.95,176.15,178.4,23205,14115,385365,357480
2024-02-23 09:25:00,180.0,184.6,176.3,178.4,36015,0,421380,357480
2024-02-23 09:26:00,177.75,178.1,172.1,177.15,35460,0,456840,357480
2024-02-23 09:27:00,176.9,187.55,176.75,183.2,41265,9525,498105,367005
2024-02-23 09:28:00,183.05,185.25,178.5,181.65,19110,0,517215,367005
2024-02-23 09:29:00,182.6,184.45,180.8,183.1,14670,0,531885,367005
2024-02-23 09:30:00,183.35,192.9,183.35,185.1,58395,9060,590280,376065
2024-02-23 09:31:00,185.15,190.8,179.35,188.7,43935,0,634215,376065
2024-02-23 09:32:00,189.0,193.5,188.75,192.0,25905,0,660120,376065
2024-02-23 09:33:00,193.0,202.85,192.9,200.05,64275,1455,724395,377520
2024-02-23 09:34:00,199.1,202.1,191.5,191.5,43080,0,767475,377520
2024-02-23 09:35:00,192.0,199.65,191.55,198.8,44040,0,811515,377520
2024-02-23 09:36:00,199.0,199.5,193.45,194.9,19335,8925,830850,386445
2024-02-23 09:37:00,194.7,195.0,179.7,183.5,42675,0,873525,386445
2024-02-23 09:38:00,185.3,185.35,161.15,161.15,65010,0,938535,386445
2024-02-23 09:39:00,161.85,166.1,154.75,158.75,57885,-6855,996420,379590
2024-02-23 09:40:00,157.95,162.1,155.6,160.65,31980,0,1028400,379590
2024-02-23 09:41:00,159.9,164.15,150.05,151.55,41130,0,1069530,379590
2024-02-23 09:42:00,151.6,156.25,151.35,153.4,25095,6750,1094625,386340
2024-02-23 09:43:00,153.85,154.0,147.1,147.1,46245,0,1140870,386340
2024-02-23 09:44:00,148.05,152.8,146.85,152.3,39180,0,1180050,386340
2024-02-23 09:45:00,152.1,157.85,152.0,153.0,50355,7560,1230405,393900
2024-02-23 09:46:00,153.9,153.9,143.15,146.3,50310,0,1280715,393900
2024-02-23 09:47:00,145.45,150.25,144.45,148.4,34605,0,1315320,393900
2024-02-23 09:48:00,148.55,150.3,145.45,149.85,14880,-7095,1330200,386805
2024-02-23 09:49:00,149.75,154.55,147.6,153.55,16245,0,1346445,386805
2024-02-23 09:50:00,152.65,155.0,151.6,152.8,32385,0,1378830,386805
2024-02-23 09:51:00,152.5,154.4,145.45,149.65,17400,16365,1396230,403170
2024-02-23 09:52:00,150.1,156.6,149.75,155.7,15315,0,1411545,403170
2024-02-23 09:53:00,156.15,160.0,153.25,158.6,37440,0,1448985,403170
2024-02-23 09:54:00,158.05,159.95,150.85,152.55,16335,-9045,1465320,394125
2024-02-23 09:55:00,150.65,157.55,148.75,153.95,14625,0,1479945,394125
2024-02-23 09:56:00,153.7,154.15,149.25,154.15,8640,0,1488585,394125
2024-02-23 09:57:00,153.75,159.0,152.6,154.9,13185,1905,1501770,396030
2024-02-23 09:58:00,155.2,158.0,152.6,152.75,8715,0,1510485,396030
2024-02-23 09:59:00,153.15,153.95,145.05,146.55,15495,0,1525980,396030
2024-02-23 10:00:00,147.85,151.05,140.8,142.9,25965,-1605,1551945,394425
2024-02-23 10:01:00,143.55,151.35,142.4,150.95,20580,0,1572525,394425
2024-02-23 10:02:00,149.95,154.5,147.15,150.35,16950,0,1589475,394425
2024-02-23 10:03:00,151.05,153.35,146.95,151.55,17775,5250,1607250,399675
2024-02-23 10:04:00,151.75,152.0,147.3,147.85,7320,0,1614570,399675
2024-02-23 10:05:00,147.4,153.25,146.95,149.0,10515,0,1625085,399675
