Time,Open,High,Low,Close,intv,intoi,v,oi
2024-02-23 09:15:00,119.85,136.45,119.8,132.3,208500,1391370,208500,1391370
2024-02-23 09:16:00,132.1,138.25,132.1,137.7,142605,0,351105,1391370
2024-02-23 09:17:00,138.1,145.6,137.95,144.1,172545,0,523650,1391370
2024-02-23 09:18:00,143.7,144.45,136.0,136.05,157620,-30885,681270,1360485
2024-02-23 09:19:00,136.25,136.5,130.05,132.45,125070,0,806340,1360485
2024-02-23 09:20:00,132.8,133.6,124.05,125.65,230850,0,1037190,1360485
2024-02-23 09:21:00,125.7,126.0,121.65,123.5,122040,44745,1159230,1405230
2024-02-23 09:22:00,122.95,123.2,115.9,117.5,123915,0,1283145,1405230
2024-02-23 09:23:00,117.65,120.0,116.3,120.0,104715,0,1387860,1405230
2024-02-23 09:24:00,120.05,124.05,119.05,121.15,125190,109080,1513050,1514310
2024-02-23 09:25:00,121.85,125.15,119.05,120.45,111585,0,1624635,1514310
2024-02-23 09:26:00,120.15,120.9,116.0,119.85,70785,0,1695420,1514310
2024-02-23 09:27:00,119.65,126.55,119.5,123.9,89145,24885,1784565,1539195
2024-02-23 09:28:00,124.35,125.25,120.55,122.1,58875,0,1843440,1539195
2024-02-23 09:29:00,122.65,124.65,122.0,124.15,72630,0,1916070,1539195
2024-02-23 09:30:00,123.45,130.4,123.45,124.9,162180,91380,2078250,1630575
2024-02-23 09:31:00,125.1,128.6,120.65,127.75,71670,0,2149920,1630575
2024-02-23 09:32:00,127.8,131.2,127.55,129.65,78960,0,2228880,1630575
2024-02-23 09:33:00,131.0,137.1,130.8,136.15,145125,4095,2374005,1634670
2024-02-23 09:34:00,134.3,137.35,129.7,129.7,75945,0,2449950,1634670
2024-02-23 09:35:00,129.75,135.45,129.75,135.25,68325,0,2518275,1634670
2024-02-23 09:36:00,135.45,136.2,131.75,132.65,93570,4035,2611845,1638705
2024-02-23 09:37:00,132.6,133.0,121.9,125.15,116070,0,2727915,1638705
2024-02-23 09:38:00,125.7,125.95,108.15,108.15,130905,0,2858820,1638705
2024-02-23 09:39:00,108.8,111.8,103.55,105.8,124785,25155,2983605,1663860
2024-02-23 09:40:00,105.9,108.25,103.95,107.65,80625,0,3064230,1663860
2024-02-23 09:41:00,107.6,110.5,100.8,101.7,114735,0,3178965,1663860
2024-02-23 09:42:00,102.0,104.55,100.8,102.55,78585,43380,3257550,1707240
2024-02-23 09:43:00,102.8,103.3,98.35,98.45,78540,0,3336090,1707240
2024-02-23 09:44:00,98.4,102.1,98.1,101.45,102930,0,3439020,1707240
2024-02-23 09:45:00,101.85,105.5,101.8,102.9,103845,18345,3542865,1725585
2024-02-23 09:46:00,102.85,103.35,95.8,98.2,148470,0,3691335,1725585
2024-02-23 09:47:00,97.85,101.05,97.15,99.85,62475,0,3753810,1725585
2024-02-23 09:48:00,99.15,101.05,97.65,100.8,49095,5670,3802905,1731255
2024-02-23 09:49:00,100.95,103.9,99.6,103.3,48045,0,3850950,1731255
2024-02-23 09:50:00,102.6,104.15,101.75,102.55,36735,0,3887685,1731255
2024-02-23 09:51:00,102.15,103.5,97.9,100.15,50055,735,3937740,1731990
2024-02-23 09:52:00,100.3,104.8,100.3,104.6,33180,0,3970920,1731990
2024-02-23 09:53:00,104.7,107.75,102.6,106.5,45270,0,4016190,1731990
2024-02-23 09:54:00,106.55,106.9,101.2,102.25,47325,420,4063515,1732410
2024-02-23 09:55:00,101.15,105.9,99.9,103.25,58755,0,4122270,1732410
2024-02-23 09:56:00,102.8,103.75,100.2,103.45,28890,0,4151160,1732410
2024-02-23 09:57:00,103.55,106.9,103.0,104.2,26955,6495,4178115,1738905
2024-02-23 09:58:00,104.1,106.5,102.85,103.0,34920,0,4213035,1738905
2024-02-23 09:59:00,103.8,104.2,97.8,98.85,67290,0,4280325,1738905
2024-02-23 10:00:00,99.15,101.35,94.4,95.5,88590,8730,4368915,1747635
2024-02-23 10:01:00,96.3,102.0,95.35,101.3,70290,0,4439205,1747635
2024-02-23 10:02:00,101.1,103.75,99.15,101.0,58950,0,4498155,1747635
2024-02-23 10:03:00,101.25,103.0,98.75,101.95,25740,28470,4523895,1776105
2024-02-23 10:04:00,100.35,102.0,98.8,99.3,41910,0,4565805,1776105
2024-02-23 10:05:00,99.15,102.75,98.5,99.7,39660,0,4605465,1776105
2024-02-23 10:06:00,101.3,104.0,99.75,101.85,52245,21975,4657710,1798080
2024-02-23 10:07:00,101.4,102.45,96.8,97.4,31440,0,4689150,1798080
2024-02-23 10:08:00,97.75,100.65,95.95,99.3,33120,0,4722270,1798080
2024-02-23 10:09:00,99.0,99.0,93.8,97.85,64215,3300,4786485,1801380
2024-02-23 10:10:00,97.55,98.15,94.4,96.15,43245,0,4829730,1801380
2024-02-23 10:11:00,95.6,97.7,91.9,95.15,80010,0,4909740,1801380
2024-02-23 10:12:00,95.8,96.2,93.6,95.8,25200,10965,4934940,1812345
2024-02-23 10:13:00,96.0,96.4,86.25,89.25,130830,0,5065770,1812345
2024-02-23 10:14:00,88.65,89.9,84.35,84.85,111360,0,5177130,1812345
2024-02-23 10:15:00,85.45,86.15,78.55,80.3,200160,24165,5377290,1836510
2024-02-23 10:16:00,79.65,82.2,79.65,80.75,117225,0,5494515,1836510
2024-02-23 10:17:00,80.85,81.45,78.05,79.0,84705,0,5579220,1836510
2024-02-23 10:18:00,78.6,79.0,75.8,78.0,72945,33270,5652165,1869780
2024-02-23 10:19:00,78.25,79.15,77.15,79.15,39195,0,5691360,1869780
2024-02-23 10:20:00,79.1,79.35,76.6,78.3,48315,0,5739675,1869780
2024-02-23 10:21:00,78.75,84.05,78.65,82.4,70050,-7155,5809725,1862625
2024-02-23 10:22:00,82.25,83.0,80.55,82.65,66720,0,5876445,1862625
2024-02-23 10:23:00,82.95,87.0,82.45,85.35,58560,0,5935005,1862625
2024-02-23 10:24:00,86.05,93.9,85.6,92.65,153435,-11235,6088440,1851390
2024-02-23 10:25:00,92.35,93.95,90.55,93.05,116490,0,6204930,1851390
2024-02-23 10:26:00,92.55,96.35,90.45,95.85,81075,0,6286005,1851390
2024-02-23 10:27:00,95.7,106.55,95.7,105.35,212415,-18870,6498420,1832520
2024-02-23 10:28:00,103.8,111.5,100.75,110.65,160905,0,6659325,1832520
2024-02-23 10:29:00,110.85,114.6,105.0,113.5,198600,0,6857925,1832520
2024-02-23 10:30:00,113.45,118.05,107.95,109.55,178305,0,7036230,1832520
2024-02-23 10:31:00,110.6,137.0,110.6,135.0,387750,-19410,7423980,1813110
2024-02-23 10:32:00,134.3,148.85,128.4,132.0,333420,0,7757400,1813110
2024-02-23 10:33:00,132.75,140.2,128.6,129.4,174225,0,7931625,1813110
2024-02-23 10:34:00,129.9,135.3,128.5,129.25,94560,-49350,8026185,1763760
2024-02-23 10:35:00,129.6,130.55,124.65,129.45,103965,0,8130150,1763760
2024-02-23 10:36:00,130.1,144.55,130.1,143.3,172695,0,8302845,1763760
2024-02-23 10:37:00,144.45,158.65,138.65,140.15,323895,1080,8626740,1764840
2024-02-23 10:38:00,141.2,145.65,137.9,142.0,114585,0,8741325,1764840
2024-02-23 10:39:00,141.9,147.55,140.2,143.05,87840,0,8829165,1764840
2024-02-23 10:40:00,142.95,152.3,142.95,145.65,117285,-9510,8946450,1755330
2024-02-23 10:41:00,146.6,148.35,129.85,129.85,120585,0,9067035,1755330
2024-02-23 10:42:00,130.75,133.85,118.4,121.25,151740,0,9218775,1755330
2024-02-23 10:43:00,121.45,126.05,118.15,119.1,95775,10635,9314550,1765965
2024-02-23 10:44:00,119.0,126.0,116.3,119.05,73530,0,9388080,1765965
2024-02-23 10:45:00,118.95,124.55,117.65,123.45,64440,0,9452520,1765965
2024-02-23 10:46:00,123.25,128.25,121.8,127.8,56895,15570,9509415,1781535
2024-02-23 10:47:00,127.4,130.2,125.8,128.75,63135,0,9572550,1781535
2024-02-23 10:48:00,128.95,132.75,123.3,131.4,59100,0,9631650,1781535
2024-02-23 10:49:00,131.15,131.15,122.3,124.95,64470,6840,9696120,1788375
2024-02-23 10:50:00,124.55,127.35,120.55,124.65,47640,0,9743760,1788375
2024-02-23 10:51:00,124.85,127.55,121.3,126.9,35265,0,9779025,1788375
2024-02-23 10:52:00,128.0,135.85,126.8,133.85,85245,16080,9864270,1804455
2024-02-23 10:53:00,133.8,134.65,127.15,127.85,51360,0,9915630,1804455
2024-02-23 10:54:00,128.0,131.3,126.15,126.85,33675,0,9949305,1804455
2024-02-23 10:55:00,126.6,130.95,125.75,129.9,45465,2670,9994770,1807125
2024-02-23 10:56:00,130.5,133.9,127.3,131.75,73455,0,10068225,1807125
2024-02-23 10:57:00,133.6,137.6,131.0,133.7,104160,0,10172385,1807125
2024-02-23 10:58:00,133.6,137.15,131.2,131.8,75315,4740,10247700,1811865
2024-02-23 10:59:00,131.7,136.0,130.05,134.35,39360,0,10287060,1811865
2024-02-23 11:00:00,134.55,140.7,131.0,132.05,89040,0,10376100,1811865
2024-02-23 11:01:00,131.6,132.4,122.55,127.65,95910,-9885,10472010,1801980
2024-02-23 11:02:00,127.9,127.9,112.0,116.1,135780,0,10607790,1801980
2024-02-23 11:03:00,116.2,116.2,99.15,101.0,174795,0,10782585,1801980
2024-02-23 11:04:00,100.45,103.2,93.0,93.55,156870,-11085,10939455,1790895
2024-02-23 11:05:00,94.45,97.6,89.0,91.7,135690,0,11075145,1790895
2024-02-23 11:06:00,92.2,94.6,87.6,94.6,81810,0,11156955,1790895
2024-02-23 11:07:00,93.9,97.25,92.9,93.5,80880,2385,11237835,1793280
2024-02-23 11:08:00,94.1,97.35,91.9,96.05,45225,0,11283060,1793280
2024-02-23 11:09:00,96.1,99.1,95.55,97.2,59265,0,11342325,1793280
2024-02-23 11:10:00,97.6,97.6,94.15,96.2,35865,20205,11378190,1813485
2024-02-23 11:11:00,96.0,98.95,95.9,98.05,28695,0,11406885,1813485
2024-02-23 11:12:00,98.1,98.85,94.4,95.9,57195,0,11464080,1813485
2024-02-23 11:13:00,96.05,101.5,94.85,101.05,61785,795,11525865,1814280
2024-02-23 11:14:00,100.65,103.7,99.7,100.75,79170,0,11605035,1814280
2024-02-23 11:15:00,100.4,102.55,97.3,99.2,65190,0,11670225,1814280
2024-02-23 11:16:00,98.4,104.5,98.2,103.1,69045,19890,11739270,1834170
2024-02-23 11:17:00,102.55,106.0,101.7,102.55,48675,0,11787945,1834170
2024-02-23 11:18:00,102.25,104.85,98.55,104.7,50880,0,11838825,1834170
2024-02-23 11:19:00,104.65,105.05,100.0,102.3,45075,4005,11883900,1838175
2024-02-23 11:20:00,101.65,104.7,100.45,101.05,37785,0,11921685,1838175
2024-02-23 11:21:00,100.8,102.8,99.6,101.75,26595,0,11948280,1838175
2024-02-23 11:22:00,101.9,102.75,100.55,100.8,25365,-1515,11973645,1836660
2024-02-23 11:23:00,100.9,100.9,95.1,95.5,50565,0,12024210,1836660
2024-02-23 11:24:00,95.15,95.85,91.85,93.5,73200,0,12097410,1836660
2024-02-23 11:25:00,93.4,97.05,92.8,96.5,40170,-4380,12137580,1832280
2024-02-23 11:26:00,96.25,98.8,96.1,98.25,28005,0,12165585,1832280
2024-02-23 11:27:00,98.3,103.1,98.3,101.4,59355,0,12224940,1832280
2024-02-23 11:28:00,101.35,103.25,100.3,102.8,27045,22005,12251985,1854285
2024-02-23 11:29:00,103.0,104.0,97.4,97.4,32820,0,12284805,1854285
2024-02-23 11:30:00,97.2,105.55,97.15,103.9,71475,0,12356280,1854285
2024-02-23 11:31:00,103.85,104.6,98.55,101.35,28965,17910,12385245,1872195
2024-02-23 11:32:00,101.3,104.7,100.95,103.9,34575,0,12419820,1872195
2024-02-23 11:33:00,103.7,106.75,103.25,104.15,48435,0,12468255,1872195
2024-02-23 11:34:00,104.35,104.7,99.0,101.25,33225,990,12501480,1873185
2024-02-23 11:35:00,100.95,103.2,99.8,102.15,27720,0,12529200,1873185
2024-02-23 11:36:00,102.25,104.75,101.95,103.6,12480,0,12541680,1873185
2024-02-23 11:37:00,103.2,105.3,101.4,102.3,25965,4470,12567645,1877655
2024-02-23 11:38:00,102.4,103.0,99.0,100.2,26400,0,12594045,1877655
2024-02-23 11:39:00,99.7,100.65,96.75,98.15,34635,0,12628680,1877655
2024-02-23 11:40:00,98.45,98.45,94.4,97.35,47085,6195,12675765,1883850
2024-02-23 11:41:00,97.0,98.5,95.65,97.95,15705,0,12691470,1883850
2024-02-23 11:42:00,97.65,101.5,97.45,99.45,28935,0,12720405,1883850
2024-02-23 11:43:00,99.5,100.55,96.6,97.6,18960,-4965,12739365,1878885
2024-02-23 11:44:00,97.65,100.35,97.2,99.45,11190,0,12750555,1878885
2024-02-23 11:45:00,99.05,100.05,97.3,98.5,13635,0,12764190,1878885
2024-02-23 11:46:00,98.45,100.65,97.45,98.05,16875,-60,12781065,1878825
2024-02-23 11:47:00,97.95,101.6,97.9,100.05,26550,0,12807615,1878825
2024-02-23 11:48:00,100.0,107.7,97.45,98.35,56505,0,12864120,1878825
2024-02-23 11:49:00,98.6,105.6,98.0,104.2,27060,3495,12891180,1882320
2024-02-23 11:50:00,104.4,117.95,104.0,113.25,107400,0,12998580,1882320
2024-02-23 11:51:00,113.75,115.45,109.5,112.55,74295,0,13072875,1882320
2024-02-23 11:52:00,112.85,126.8,112.0,125.75,137295,-7950,13210170,1874370
2024-02-23 11:53:00,125.0,125.15,115.85,118.2,92115,0,13302285,1874370
2024-02-23 11:54:00,118.4,123.95,115.65,121.6,60240,0,13362525,1874370
2024-02-23 11:55:00,122.5,124.0,115.25,119.35,72690,-2805,13435215,1871565
2024-02-23 11:56:00,119.3,120.3,115.95,117.45,102480,0,13537695,1871565
2024-02-23 11:57:00,116.65,124.0,116.65,121.55,56160,0,13593855,1871565
2024-02-23 11:58:00,121.8,129.75,120.35,124.4,77730,8280,13671585,1879845
2024-02-23 11:59:00,124.65,126.35,120.0,121.8,46650,0,13718235,1879845
2024-02-23 12:00:00,121.45,124.85,118.7,123.5,36795,0,13755030,1879845
2024-02-23 12:01:00,122.7,123.9,117.8,118.35,31035,-435,13786065,1879410
2024-02-23 12:02:00,118.1,122.25,117.75,121.2,21840,0,13807905,1879410
2024-02-23 12:03:00,121.5,122.75,117.0,117.8,35100,0,13843005,1879410
2024-02-23 12:04:00,117.15,119.0,114.9,117.65,35700,-2250,13878705,1877160
2024-02-23 12:05:00,117.2,118.4,110.1,114.0,60240,0,13938945,1877160
2024-02-23 12:06:00,113.75,116.15,111.95,114.75,40335,0,13979280,1877160
2024-02-23 12:07:00,114.9,115.7,111.0,115.25,31860,-345,14011140,1876815
2024-02-23 12:08:00,115.4,116.55,112.05,112.1,94785,0,14105925,1876815
2024-02-23 12:09:00,112.65,114.35,109.7,113.4,38685,0,14144610,1876815
2024-02-23 12:10:00,113.2,116.2,113.2,114.85,26685,3480,14171295,1880295
2024-02-23 12:11:00,114.65,124.0,114.65,121.95,61860,0,14233155,1880295
2024-02-23 12:12:00,120.65,120.75,113.4,113.6,35325,0,14268480,1880295
2024-02-23 12:13:00,112.25,116.9,110.85,115.8,29220,-7350,14297700,1872945
2024-02-23 12:14:00,115.55,117.7,114.4,115.2,19530,0,14317230,1872945
2024-02-23 12:15:00,114.9,121.3,114.85,118.1,24690,0,14341920,1872945
2024-02-23 12:16:00,118.3,119.9,114.2,117.25,19965,5880,14361885,1878825
2024-02-23 12:17:00,116.6,121.05,116.6,119.9,56355,0,14418240,1878825
2024-02-23 12:18:00,120.3,122.6,117.3,118.2,21375,0,14439615,1878825
2024-02-23 12:19:00,118.7,126.45,118.2,122.95,58200,-9555,14497815,1869270
2024-02-23 12:20:00,123.9,124.45,119.45,122.95,41715,0,14539530,1869270
2024-02-23 12:21:00,122.7,126.4,120.6,121.3,42330,0,14581860,1869270
2024-02-23 12:22:00,121.1,121.85,115.25,117.25,86730,8790,14668590,1878060
2024-02-23 12:23:00,117.6,118.0,115.2,117.5,26565,0,14695155,1878060
2024-02-23 12:24:00,116.1,116.75,104.5,105.4,97890,0,14793045,1878060
2024-02-23 12:25:00,105.3,106.5,94.55,95.85,116970,-24285,14910015,1853775
2024-02-23 12:26:00,96.95,99.95,94.0,97.55,101130,0,15011145,1853775
2024-02-23 12:27:00,96.7,98.6,93.65,98.55,37020,0,15048165,1853775
2024-02-23 12:28:00,98.15,99.85,96.0,98.8,32790,14190,15080955,1867965
2024-02-23 12:29:00,99.0,101.45,98.5,100.3,28215,0,15109170,1867965
2024-02-23 12:30:00,100.0,101.15,98.75,100.4,23850,0,15133020,1867965
2024-02-23 12:31:00,100.35,103.05,100.0,103.05,64050,1605,15197070,1869570
2024-02-23 12:32:00,103.25,104.9,101.75,104.4,35190,0,15232260,1869570
2024-02-23 12:33:00,104.5,107.05,103.75,106.85,52725,0,15284985,1869570
2024-02-23 12:34:00,106.5,107.75,103.55,103.85,24945,-8205,15309930,1861365
2024-02-23 12:35:00,103.65,106.0,102.25,106.0,13050,0,15322980,1861365
2024-02-23 12:36:00,105.85,107.8,103.7,104.3,19680,0,15342660,1861365
2024-02-23 12:37:00,104.8,104.8,98.0,100.65,32220,315,15374880,1861680
2024-02-23 12:38:00,100.95,102.6,100.2,101.55,18195,0,15393075,1861680
2024-02-23 12:39:00,100.85,103.1,99.7,100.55,14685,0,15407760,1861680
2024-02-23 12:40:00,100.0,100.4,97.0,100.25,20310,-75,15428070,1861605
2024-02-23 12:41:00,99.75,101.5,98.75,98.9,10815,0,15438885,1861605
2024-02-23 12:42:00,99.05,99.05,93.5,95.85,42240,0,15481125,1861605
2024-02-23 12:43:00,95.9,99.6,95.6,98.85,24210,2880,15505335,1864485
2024-02-23 12:44:00,98.8,100.2,95.6,96.85,19725,0,15525060,1864485
2024-02-23 12:45:00,96.95,98.9,94.65,98.9,24930,0,15549990,1864485
2024-02-23 12:46:00,98.05,99.25,96.8,98.8,18525,-2535,15568515,1861950
2024-02-23 12:47:00,98.85,100.6,98.65,100.0,17805,0,15586320,1861950
2024-02-23 12:48:00,100.2,102.65,99.65,101.85,17610,0,15603930,1861950
2024-02-23 12:49:00,101.95,102.75,100.3,100.5,18000,5685,15621930,1867635
2024-02-23 12:50:00,100.2,100.75,97.65,100.3,20160,0,15642090,1867635
2024-02-23 12:51:00,99.95,101.8,98.7,99.0,17310,0,15659400,1867635
2024-02-23 12:52:00,98.8,99.95,95.6,97.55,25035,-5070,15684435,1862565
2024-02-23 12:53:00,97.5,101.55,97.0,100.45,14955,0,15699390,1862565
2024-02-23 12:54:00,100.4,101.2,95.95,97.55,18030,0,15717420,1862565
2024-02-23 12:55:00,97.5,98.4,96.1,98.4,24840,-915,15742260,1861650
2024-02-23 12:56:00,98.25,100.65,96.0,97.05,24990,0,15767250,1861650
2024-02-23 12:57:00,96.85,98.05,96.2,96.45,18315,0,15785565,1861650
2024-02-23 12:58:00,96.3,98.0,96.05,97.25,9495,6165,15795060,1867815
2024-02-23 12:59:00,97.75,99.4,96.85,98.25,13875,0,15808935,1867815
2024-02-23 13:00:00,97.75,99.2,94.4,98.6,32055,0,15840990,1867815
2024-02-23 13:01:00,99.05,99.15,96.25,96.85,9435,-420,15850425,1867395
2024-02-23 13:02:00,96.6,98.95,96.25,97.9,19620,0,15870045,1867395
2024-02-23 13:03:00,97.95,98.5,94.85,95.4,16335,0,15886380,1867395
2024-02-23 13:04:00,95.1,96.25,93.85,95.25,19530,795,15905910,1868190
2024-02-23 13:05:00,94.85,100.8,91.4,99.95,73500,0,15979410,1868190
2024-02-23 13:06:00,99.7,105.15,98.3,98.65,64680,0,16044090,1868190
2024-02-23 13:07:00,98.25,102.6,97.3,102.4,32340,-12060,16076430,1856130
2024-02-23 13:08:00,103.4,103.4,99.15,101.75,40335,0,16116765,1856130
2024-02-23 13:09:00,101.7,102.65,98.5,99.45,27165,0,16143930,1856130
2024-02-23 13:10:00,99.25,100.8,97.0,99.45,23310,1485,16167240,1857615
2024-02-23 13:11:00,99.2,103.0,99.2,102.6,29925,0,16197165,1857615
2024-02-23 13:12:00,102.5,104.35,99.35,100.2,43245,0,16240410,1857615
2024-02-23 13:13:00,100.0,101.45,97.5,99.0,32865,6090,16273275,1863705
2024-02-23 13:14:00,98.7,100.2,98.55,99.0,19365,0,16292640,1863705
2024-02-23 13:15:00,99.4,101.4,97.65,99.9,16215,0,16308855,1863705
2024-02-23 13:16:00,100.3,101.3,99.15,100.1,11160,1770,16320015,1865475
